"","words","term.freq","doc.freq"
"3683","unequivocally",2,2
"3684","case.a",2,2
"3685","detail",6,6
"3686","pursued",13,11
"3687","confirm",6,5
"3688","evince",3,3
"3689","efficacious",4,4
"3690","depending",5,5
"3691","favorable",1,1
"3692","despaired",2,2
"3693","happened.in",2,2
"3694","zeal",7,6
"3695","sanction",14,13
"3696","commonly",4,4
"3697","respected",3,3
"3698","insufficient",5,5
"3699","protect",8,6
"3700","duly",5,5
"3701","exercise",8,7
"3702","liberality",14,12
"3703","deceased.it",2,2
"3704","continuation",2,2
"3705","hostile",5,5
"3706","threatening",6,4
"3707","symptoms",9,7
"3708","it.a",3,3
"3709","cherokees",12,9
"3710","chickamagas",4,2
"3711","inhabiting",3,3
"3712","villages",8,7
"3713","tennessee",2,2
"3714","committing",4,4
"3715","settlements.it",2,2
"3716","holston",2,2
"3717","prevented",9,8
"3718","repetition",2,2
"3719","aided",10,10
"3720","tribe",4,4
"3721","perpetrated",9,9
"3722","wanton",5,5
"3723","unprovoked",3,3
"3724","defensive",3,3
"3725","precautions",4,4
"3726","enjoined",1,1
"3727","observed.it",1,1
"3728","understood",17,15
"3729","breach",2,2
"3730","aggression",2,2
"3731","whatsoever",2,2
"3732","pretext",3,2
"3733","quarter.i",2,2
"3734","practicable",8,7
"3735","exertion",6,6
"3736","alternative",4,4
"3737","prosecution",8,6
"3738","failure",6,5
"3739","overtures",3,3
"3740","authorized",3,3
"3741","recruited",2,2
"3742","incomplete",2,2
"3743","discipline",3,3
"3744","delay",11,9
"3745","operations",11,9
"3746","pursuing",2,2
"3747","termination",7,5
"3748","immature",2,2
"3749","department",18,15
"3750","regard",26,18
"3751","points",13,10
"3752","precise",5,5
"3753","consultations",3,3
"3754","judge",12,12
"3755","stimulus",4,4
"3756","recruiting",3,3
"3757","advisable.in",2,2
"3758","looking",11,9
"3759","expense",38,22
"3760","inevitable",3,3
"3761","consolation",4,4
"3762","product",3,3
"3763","revenues",6,5
"3764","supersede",2,2
"3765","burthens",2,2
"3766","ensuing",8,7
"3767","session",31,21
"3768","alluded",11,9
"3769","proceeds",8,7
"3770","supposition",3,3
"3771","material",10,9
"3772","extension",4,4
"3773","hostilities.i",2,2
"3774","dismiss",2,2
"3775","recommending",7,7
"3776","expediency",4,4
"3777","adequate",6,6
"3778","interior",15,11
"3779","restraining",3,3
"3780","commission",29,11
"3781","outrages",3,3
"3782","nugatory–to",1,1
"3783","competent",2,2
"3784","rewards",4,4
"3785","qualified",8,7
"3786","reside",5,5
"3787","agents",12,10
"3788","contribute",6,6
"3789","preservation",7,5
"3790","addition",14,13
"3791","expedients",2,2
"3792","eligible",9,9
"3793","promoting",7,5
"3794","civilization",4,4
"3795","regulations",15,14
"3796","extortion",1,1
"3797","cementing",2,2
"3798","considerable.the",2,2
"3799","intimated–this",2,2
"3800","impediments",4,2
"3801","continue",15,15
"3802","embarrass",2,2
"3803","distilled",2,2
"3804","lessened",4,3
"3805","local",8,7
"3806","extent",38,28
"3807","contentment",2,2
"3808","progressive.but",2,2
"3809","manifested",6,5
"3810","special",6,6
"3811","interposition",4,4
"3812","advisable",3,3
"3813","warning",2,2
"3814","unlawful",2,2
"3815","combinations",2,2
"3816","tending",2,2
"3817","obstruct",2,2
"3818","operation",15,11
"3819","announcing",4,4
"3820","lawful",5,5
"3821","infractors",2,2
"3822","securing",6,6
"3823","obedience",4,4
"3824","thereto.measures",2,2
"3825","offenders",2,2
"3826","constitutional",7,5
"3827","legal",6,6
"3828","limits",8,8
"3829","depend",9,8
"3830","maintain",7,7
"3831","fulfilling",3,2
"3832","count",3,3
"3833","cooperation",1,1
"3834","departments",3,3
"3835","zealous",3,3
"3836","citizens.i",2,2
"3837","forbear",2,2
"3838","legislature",25,13
"3839","revision",2,2
"3840","judiciary",3,3
"3841","representation",6,6
"3842","supreme",4,4
"3843","inconveniences",4,4
"3844","structure",2,2
"3845","cases",17,15
"3846","relax",1,1
"3847","efficacy",5,5
"3848","facilitate",3,3
"3849","bail",4,3
"3850","processes",1,1
"3851","courts",9,9
"3852","supplementary",4,4
"3853","definition",1,1
"3854","offenses",2,1
"3855","punishment",16,9
"3856","attention.observations",1,1
"3857","unnecessary",8,8
"3858","timely",2,2
"3859","disturb",2,2
"3860","recommend",14,11
"3861","preventing",2,2
"3862","aggressions",2,2
"3863","infractions",1,1
"3864","furnishes",2,2
"3865","endanger",1,1
"3866","maintenance",5,5
"3867","presented",33,20
"3868","expiration",6,4
"3869","takes",10,9
"3870","renewed",9,9
"3871","session.in",1,1
"3872","artists",1,1
"3873","mint",3,3
"3874","requisite",14,10
"3875","putting",11,11
"3876","dimes",1,1
"3877","calling",3,3
"3878","them.the",2,2
"3879","regulation",3,3
"3880","correspondency",1,1
"3881","resumed",2,2
"3882","completed.it",1,1
"3883","represented",5,5
"3884","establishes",1,1
"3885","post-office",1,1
"3886","operate",4,4
"3887","experiment",12,9
"3888","transmission",2,2
"3889","distant",27,17
"3890","country.–should",1,1
"3891","enquiry",3,3
"3892","conviction",5,4
"3893","importance",24,14
"3894","facilitating",2,2
"3895","remedy.the",1,1
"3896","adoption",6,6
"3897","notified",1,1
"3898","arises",2,2
"3899","interesting",18,16
"3900","relates",5,5
"3901","conducive",1,1
"3902","order.it",1,1
"3903","severally",4,4
"3904","reduction",12,8
"3905","loans",6,4
"3906","effected",17,14
"3907","florins–one",1,1
"3908","antwerp",1,1
"3909","one-half",3,3
"3910","lieu",2,2
"3911","charges.–the",1,1
"3912","rates",6,6
"3913","confirmations",2,2
"3914","abroad.among",1,1
"3915","funds",19,13
"3916","payment",20,16
"3917","debts",6,4
"3918","embraced.gentlemen",1,1
"3919","representativesi",2,1
"3920","entertain",5,5
"3921","finances",4,4
"3922","sufficiently",9,9
"3923","matured",1,1
"3924","systematic",2,2
"3925","effec",1,1
"3926","tual",1,1
"3927","regular",25,18
"3928","redemption",2,2
"3929","reserved",4,4
"3930","viewed",1,1
"3931","intrinsic",1,1
"3932","nation.provision",1,1
"3933","reimbursement",2,2
"3934","incorporated",3,2
"3935","stipulations",3,3
"3936","saving",6,4
"3937","made.appropriations",1,1
"3938","current",9,6
"3939","extraordinaries",1,1
"3940","attention.gentlemen",1,1
"3941","content",5,5
"3942","recalling",2,2
"3943","particularized",1,1
"3944","communications",4,4
"3945","you.various",1,1
"3946","expire",2,2
"3947","regulates",2,2
"3948","notice.the",1,1
"3949","results",6,5
"3950","deliberations",2,2
"3951","solid",2,2
"3952","durable",1,1
"3953","constituents",3,3
"3954","conciliating",2,2
"3955","ultimate",3,3
"3956","suffrage",1,1
"3957","strengthen",3,3
"3958","materially",3,3
"3959","happiness.still",1,1
"3960","promote",3,3
"3961","secure",16,16
"3962","inestimable",2,2
"3963","ends",1,1
"3964","stability",3,3
"3965","petersburgh",6,5
"3966","resides",3,3
"3967","court-house",1,1
"3968","hollaway",1,1
"3969","soldier",4,4
"3970","mabon",1,1
"3971","gibraltor",1,1
"3972","vigo",1,1
"3973","coronation",2,1
"3974","marlborough",1,1
"3975","ormond.he",1,1
"3976","event.from",1,1
"3977","sings",1,1
"3978","voice",7,6
"3979","distinct",15,15
"3980","culation.this",1,1
"3981","man's",4,4
"3982","aged",3,2
"3983","alive",3,3
"3984","lives",46,29
"3985","instructions",9,8
"3986","attorney",1,1
"3987","penn",1,1
"3988","sylvania",1,1
"3989","prosecutions",1,1
"3990","singleterry",1,1
"3991","gideon",1,1
"3992","henfield",1,1
"3993","charged",4,4
"3994","violating",1,1
"3995","entering",3,3
"3996","schooner",9,8
"3997","genet",1,1
"3998","capturing",1,1
"3999","britannic",4,3
"4000","annoying",1,1
"4001","majesty.the",1,1
"4002","goal",2,2
"4003","circuit",2,2
"4004","states.a",1,1
"4005","charleston",4,2
"4006","marching",4,4
"4007","bowles",4,3
"4008","gilpin",2,2
"4009","pugh",1,1
"4010","pugh.the",1,1
"4011","determinded",1,1
"4012","headed",4,4
"4013","successor",4,4
"4014","m'gillivray",9,5
"4015","commenced",23,21
"4016","knoxville",1,1
"4017","describe",6,6
"4018","bloody",5,4
"4019","bledose",1,1
"4020","massacred",4,4
"4021","house.on",1,1
"4022","greenfield",1,1
"4023","jervis",1,1
"4024","tarker",1,1
"4025","preserved",8,8
"4026","flight",7,6
"4027","remembered",4,4
"4028","brothers",4,3
"4029","pursuit",6,6
"4030","indians.june",0,0
"4031","trace",2,2
"4032","cumberland",3,3
"4033","big",2,2
"4034","party",77,39
"4035","wounded.augusta",1,1
"4036","twiggs",1,1
"4037","crossed",10,8
"4038","oconnee",1,1
"4039","cakmulgee",1,1
"4040","halt",2,2
"4041","build",6,6
"4042","cavalry",5,5
"4043","amounting",10,10
"4044","brigadier",2,2
"4045","blackburn",1,1
"4046","murders",4,4
"4047","devastations",1,1
"4048","faithless",1,1
"4049","savages.brigadier",1,1
"4050","glascock",1,1
"4051","brigade",4,3
"4052","expenditure",6,5
"4053","establishments",9,9
"4054","muir",5,4
"4055","skirving",1,1
"4056","margarot",1,1
"4057","beds",1,1
"4058","previous",18,18
"4059","hand-cuffed",1,1
"4060","post-chaise",1,1
"4061","woolwich",5,3
"4062","waits",1,1
"4063","bay.mr",1,1
"4064","hulks",5,4
"4065","vessel.between",1,1
"4066","blackfriars",1,1
"4067","bridge",7,5
"4068","behaved",4,3
"4069","turbulent",1,1
"4070","fought",6,5
"4071","lamentable",2,2
"4072","eyes",8,8
"4073","spectator",4,4
"4074","infants",3,3
"4075","humble",8,8
"4076","exhibitions",2,2
"4077","preludes",1,1
"4078","interludes",1,1
"4079","yea",1,1
"4080","lewds",1,1
"4081","stage-plays",1,1
"4082","discountenanced",1,1
"4083","pointing",2,2
"4084","corrupting",1,1
"4085","morals",2,2
"4086","walesthe",1,1
"4087","particulars",15,15
"4088","respecting",33,27
"4089","unacceptable",1,1
"4090","novemeber",1,1
"4091","luxuriant",3,3
"4092","floods.governor",1,1
"4093","oraheire",1,1
"4094","singularly",2,2
"4095","porpoise",1,1
"4096","trip",3,2
"4097","brig",26,24
"4098","failed",10,9
"4099","grant's",1,1
"4100","sydney.the",1,1
"4101","understanding",6,6
"4102","otaheite",9,9
"4103","stape",2,2
"4104","commodity",3,3
"4105","coals",9,8
"4106","abundance",11,10
"4107","hunter's",2,1
"4108","plenty",14,9
"4109","wood",26,15
"4110","masting",1,1
"4111","shipping",12,11
"4112","horn",5,5
"4113","josepha",1,1
"4114","loaded",5,4
"4115","spars",1,1
"4116","rix",1,1
"4117","sterling.)governor",1,1
"4118","newcastle.mr",1,1
"4119","survey",6,4
"4120","pentrated",1,1
"4121","paterson",3,3
"4122","discover",4,4
"4123","resembling",3,3
"4124","sustic",1,1
"4125","found.mr",1,1
"4126","burthen",5,4
"4127","sliding",1,1
"4128","keels",1,1
"4129","schank's",1,1
"4130","construction",4,4
"4131","straits",9,7
"4132","separate",9,8
"4133","diemens",1,1
"4134","higher",14,9
"4135","latitude",10,6
"4136","observes",6,3
"4137","lies",10,9
"4138","bold",5,5
"4139","offing",1,1
"4140","fathoms",2,2
"4141","shells.by",1,1
"4142","wilson's",1,1
"4143","promontory",1,1
"4144","sheltered",1,1
"4145","capable",11,11
"4146","procured",8,8
"4147","shoals",1,1
"4148","favourable",21,17
"4149","report",60,32
"4150","glasgowquebec",1,1
"4151","characters",8,7
"4152","dissolved",1,1
"4153","improper",4,4
"4154","proprietor",2,2
"4155","canadien",2,1
"4156","arrested",8,5
"4157","jail",7,5
"4158","treasonable",2,1
"4159","seditious",1,1
"4160","practises",3,2
"4161","printing",2,2
"4162","types",1,1
"4163","vigorous",4,4
"4164","astonished",3,2
"4165","crushed",3,2
"4166","faction",0,0
"4167","acquiring",1,1
"4168","ingluence",1,1
"4169","misled",1,1
"4170","demagogues",1,1
"4171","seize",5,3
"4172","stirring",1,1
"4173","preserve",3,3
"4174","frenchmen",1,1
"4175","conquest.quebec",1,1
"4176","printer",1,1
"4177","lafrancois",1,1
"4178","warrant",8,7
"4179","blanchet",1,1
"4180","bedard",1,1
"4181","taschereau",1,1
"4182","charges.the",1,1
"4183","head-quarters",8,7
"4184","celebrate",2,2
"4185","birthday-day–at",1,1
"4186","nobility",1,1
"4187","gentry",1,1
"4188","field-officers",1,1
"4189","present.among",1,1
"4190","accidents",1,1
"4191","occurred",18,18
"4192","birth-day",1,1
"4193","imprudent",1,1
"4194","gunpowder",2,2
"4195","girl",3,3
"4196","street",20,14
"4197","squib",1,1
"4198","infirmary",13,5
"4199","severely",11,10
"4200","morning.a",1,1
"4201","berwickshire",1,1
"4202","baggage",5,5
"4203","carts",2,2
"4204","forfarshire",1,1
"4205","stopping",4,3
"4206","boy",7,7
"4207","serjeant-major",1,1
"4208","cart",4,3
"4209","climbing",1,1
"4210","wheel",5,3
"4211","suddengoing",1,1
"4212","threw",6,6
"4213","passing",9,9
"4214","mother",21,12
"4215","happened.on",1,1
"4216","gibson-street",1,1
"4217","shilling",3,3
"4218","counterfeit",1,1
"4219","half-guinea",1,1
"4220","pocket-book",1,1
"4221","partial",2,2
"4222","payments",9,4
"4223","marked",9,9
"4224","villians",1,1
"4225","forcing",1,1
"4226","shutter",1,1
"4227","bar",5,5
"4228","breaking",4,4
"4229","pane",1,1
"4230","glass",6,5
"4231","bolts",2,2
"4232","opened.on",1,1
"4233","sturday",1,1
"4234","dundee",7,5
"4235","unloading",1,1
"4236","rope",2,2
"4237","pully",1,1
"4238","instantly.a",1,1
"4239","stevenson",1,1
"4240","blowing",10,10
"4241","stones",4,4
"4242","templeton",1,1
"4243","auchterhouse",1,1
"4244","unfortunately",5,4
"4245","explosion",4,4
"4246","lament",4,4
"4247","agitation",3,3
"4248","occasioned",14,13
"4249","pointe",2,1
"4250","matter",28,20
"4251","clothed",5,5
"4252","dress",12,12
"4253","misrepresentatation",1,1
"4254","enemies",3,3
"4255","dury",1,1
"4256","owe",5,3
"4257","candid",5,5
"4258","manner.by",1,1
"4259","drafted",3,2
"4260","trained",3,3
"4261","furnished",11,10
"4262","lapraire",2,1
"4263","divion",1,1
"4264","leprohon",1,1
"4265","battalion",10,6
"4266","attendants",4,3
"4267","apprehend",2,2
"4268","refractory",1,1
"4269","deserters.they",1,1
"4270","rescued",3,3
"4271","prisoner",6,5
"4272","depot",6,3
"4273","wednesday",26,21
"4274","chine",1,1
"4275","intention",18,17
"4276","threats",2,2
"4277","execution.thomas",1,1
"4278","m'cord",3,1
"4279","police",10,6
"4280","detachment",16,14
"4281","field-pieces",2,2
"4282","plenderleath",2,2
"4283","point",23,21
"4284","opposite",9,9
"4285","impropriety",1,1
"4286","await",2,2
"4287","perseverance",5,4
"4288","urging",1,1
"4289","persuasion",5,5
"4290","disperse",3,1
"4291","peaceably",1,1
"4292","obey",6,6
"4293","law.they",1,1
"4294","passed–that",1,1
"4295","legislate",1,1
"4296","enacted",8,4
"4297","promagated",1,1
"4298","it.under",1,1
"4299","false",6,5
"4300","deluded",3,2
"4301","persisted",3,2
"4302","shouts",1,1
"4303","vive",1,1
"4304","roi",1,1
"4305","wanted",14,14
"4306","defence",20,10
"4307","faithful",4,4
"4308","firmly",3,3
"4309","attached",5,5
"4310","principle.finding",1,1
"4311","magisterial",1,1
"4312","capacity",9,9
"4313","riot",1,1
"4314","spirited",4,4
"4315","volley",2,2
"4316","grape",3,3
"4317","harm",3,3
"4318","mob",1,1
"4319","direct",9,9
"4320","shots",3,3
"4321","dark",11,11
"4322","feared",4,4
"4323","mortally",1,1
"4324","administering",2,2
"4325","major-general",4,4
"4326","commanding",7,5
"4327","forces",13,11
"4328","fort-george",1,1
"4329","proceeded",46,31
"4330","p.m",2,2
"4331","extra",2,2
"4332","honourable",22,15
"4333","assemblythe",1,1
"4334","urgency",2,2
"4335","crisis",4,3
"4336","induced",10,7
"4337","attention.but",1,1
"4338","invaded",2,2
"4339","enemy",43,13
"4340","avowed",3,3
"4341","entire",7,7
"4342","conquest",4,4
"4343","loyalty",7,3
"4344","calls",4,4
"4345","sphere",1,1
"4346","placed",24,20
"4347","defend",6,5
"4348","country.our",1,1
"4349","obeyed",8,8
"4350","evinced",4,4
"4351","promptitude",2,2
"4352","particulary",2,2
"4353","address",21,16
"4354","legislators",3,2
"4355","assist",6,6
"4356","counsels",1,1
"4357","arms.we",1,1
"4358","conceal",4,4
"4359","instructor",1,1
"4360","amendment",15,5
"4361","efficient",4,4
"4362","improvements",10,9
"4363","require.honourable",1,1
"4364","assemblyfrom",1,1
"4365","history",4,4
"4366","actual",10,8
"4367","invasion",11,8
"4368","interal",1,1
"4369","commotion",2,2
"4370","ordinary",16,13
"4371","criminal",9,8
"4372","treachery",1,1
"4373","disaffection",1,1
"4374","enact",1,1
"4375","expose",1,1
"4376","justify",4,4
"4377","reposed",1,1
"4378","emergency",2,2
"4379","houses.a",1,1
"4380","traitors",1,1
"4381","joined",9,9
"4382","enemy–have",1,1
"4383","impunity–and",1,1
"4384","harboured",1,1
"4385","concealed",3,3
"4386","pervade",1,1
"4387","authorise",5,3
"4388","mislead",1,1
"4389","deceive",2,2
"4390","unavailing",1,1
"4391","disaffected",1,1
"4392","convinced",10,8
"4393","few–to",1,1
"4394","loyal",11,7
"4395","deliberations.the",1,1
"4396","concludes",6,5
"4397","supplies.proclamationthe",1,1
"4398","declaration",5,4
"4399","dependencies",4,4
"4400","disticts",2,2
"4401","invite",1,1
"4402","merely",28,26
"4403","quiet",6,6
"4404","unresisting",1,1
"4405","submission",1,1
"4406","insults",2,2
"4407","seek",8,7
"4408","voluntarily",2,2
"4409","government.without",1,1
"4410","condescending",1,1
"4411","repeat",2,2
"4412","illiberal",1,1
"4413","bestowed",3,3
"4414","appeal",6,4
"4415","confutation",1,1
"4416","indecent",1,1
"4417","slander",2,2
"4418","review",2,2
"4419","cirumstances",3,3
"4420","canadian",14,11
"4421","affirm",1,1
"4422","growth",7,5
"4423","exhibits",2,2
"4424","veterans",1,1
"4425","exiled",1,1
"4426","descendant",2,2
"4427","brave",7,7
"4428","fostering",2,2
"4429","ancestors",2,2
"4430","unequalled",1,1
"4431","maritime",4,4
"4432","secured",9,8
"4433","access",1,1
"4434","request",10,8
"4435","unavoidable",1,1
"4436","separation",4,4
"4437","exclusion",3,3
"4438","ocean",12,12
"4439","enforces",1,1
"4440","flattered",1,1
"4441","participation",5,3
"4442","boasted",3,3
"4443","obvious",10,9
"4444","exchanged",1,1
"4445","re-annexed",1,1
"4446","dominion",2,2
"4447","wrested",1,1
"4448","treasure",6,6
"4449","motive",2,2
"4450","ungrateful",2,2
"4451","cruel",6,5
"4452","neighbour",2,2
"4453","restitution",4,3
"4454","stipulated",5,5
"4455","reward",8,8
"4456","revolted",2,2
"4457","pledge",4,4
"4458","relaxation",2,2
"4459","tyranny",5,3
"4460","despot",2,2
"4461","rules",5,4
"4462","arise",6,5
"4463","energies",3,2
"4464","co-operate",1,1
"4465","repel",2,2
"4466","invader",2,2
"4467","reproach",4,3
"4468","richest",3,3
"4469","earth–a",1,1
"4470","britain.[the",1,1
"4471","ranks",1,1
"4472","retaliation",4,3
"4473","place.]isaac",1,1
"4474","major-gen",1,1
"4475","papersprovincial",1,1
"4476","council–aug",1,1
"4477","usual",32,22
"4478","throne",6,4
"4479","usher",2,2
"4480","black",20,16
"4481","speaker",9,5
"4482","said–may",1,1
"4483","excellencyhis",1,1
"4484","intituled",1,1
"4485","powerfully",3,3
"4486","basis",1,1
"4487","formation",8,8
"4488","unjust",6,6
"4489","obligation",3,3
"4490","ameliorate",1,1
"4491","insure",4,4
"4492","punctual",1,1
"4493","guaranteed",2,2
"4494","provides",3,3
"4495","accruing",1,1
"4496","therefrom",5,2
"4497","specie",9,7
"4498","expressly",6,6
"4499","prefer",2,2
"4500","payment.in",1,1
"4501","confidence",9,9
"4502","unforeseen",1,1
"4503","invested",5,4
"4504","rely",2,2
"4505","humbly",4,4
"4506","requesting",3,3
"4507","thereto",8,6
"4508","assent.his",2,1
"4509","signify",1,1
"4510","provincial",5,5
"4511","prorogued",3,3
"4512","canadaextract",3,3
"4513","plattsburgh",5,4
"4514","ocular",1,1
"4515","observation",9,9
"4516","bloomfield",1,1
"4517","mooar",1,1
"4518","petit",2,2
"4519","composed",13,11
"4520","regulars",6,6
"4521","volunteers",7,5
"4522","southward",5,4
"4523","yankees",2,1
"4524","entertained",19,16
